MaintenanceID,DateKey,EquipmentID,EmployeeID,MaintenanceType,DowntimeHours,MaintenanceCost,Status
10779,20210525,251,2754,Corrective,4.6,17011.9,Completed
10780,20190402,197,831,SRV Testing,1.5,2970.17,Deferred
10781,20231120,105,1207,Electrical Inspection,1.2,3446.92,Completed
10782,20240821,220,955,Vibration Analysis,2.5,1228.79,Completed
10783,20240814,43,482,Lubrication Service,3.1,596.93,Completed
10784,20190322,49,895,Predictive,0.9,1173.85,Completed
10785,20241207,146,90,Preventive,1.2,5785.2,Cancelled
10786,20201121,268,1511,Lubrication Service,1.8,523.86,Deferred
10787,20230501,130,269,Calibration,1.3,854.55,Completed
10788,20211123,232,1961,Condition-Based,0.9,2616.1,Completed
10789,20220811,210,2801,Preventive,1.7,6085.05,Completed
10790,20230223,276,2561,Vibration Analysis,1.3,1765.13,Completed
10791,20241203,190,1553,Calibration,1.6,2068.91,Cancelled
10792,20230410,308,2599,Preventive,3.5,6287.19,In Progress
10793,20240704,324,2624,Predictive,2.9,4013.15,Deferred
10794,20210414,99,1966,Preventive,1.0,7619.46,Deferred
10795,20230221,160,675,Calibration,1.7,1620.61,Completed
10796,20211022,102,238,SRV Testing,2.7,1224.65,In Progress
10797,20220319,322,1,Calibration,3.8,747.38,Completed
10798,20190430,41,2806,Electrical Inspection,2.1,2922.19,Deferred
10799,20240401,295,1003,Preventive,1.0,5606.98,In Progress
10800,20230718,4,2949,Corrective,5.2,27145.95,Cancelled
10801,20231101,33,330,Electrical Inspection,0.8,940.73,In Progress
10802,20191014,300,2474,Vibration Analysis,3.8,1992.64,Completed
10803,20240108,276,2891,Thickness Measurement,1.5,2526.23,Completed
10804,20220912,304,1747,SRV Testing,2.7,3220.73,Completed
10805,20191026,282,2362,Vibration Analysis,3.9,1993.18,Cancelled
10806,20230817,301,2375,SRV Testing,0.8,1586.54,Completed
10807,20211023,244,1718,Thickness Measurement,1.7,2504.25,In Progress
10808,20231121,272,1194,Thickness Measurement,0.5,2150.27,Completed
10809,20201202,213,162,Electrical Inspection,0.7,3491.47,Completed
10810,20240121,213,2689,Piping Inspection,3.3,2147.15,Cancelled
10811,20241011,145,2650,Lubrication Service,2.1,1213.12,Cancelled
10812,20211125,3,2836,Vibration Analysis,2.5,1794.07,In Progress
10813,20240522,245,2765,Piping Inspection,2.8,3694.61,Cancelled
10814,20241218,100,1355,Lubrication Service,3.1,256.35,Completed
10815,20240907,299,1664,Thickness Measurement,0.7,2473.86,Completed
10816,20240316,325,2234,Vibration Analysis,3.4,369.08,Completed
10817,20230915,172,772,SRV Testing,0.7,3941.06,In Progress
10818,20221205,193,1214,Piping Inspection,1.0,4201.32,Deferred
10819,20240820,139,2752,Preventive,1.6,2633.43,Completed
10820,20201120,230,719,Electrical Inspection,0.9,1913.56,In Progress
10821,20191216,172,1355,Calibration,2.7,703.75,Completed
10822,20240425,330,590,Corrective,1.3,60654.45,Completed
10823,20220331,15,1041,SRV Testing,2.7,1830.93,In Progress
10824,20240803,57,558,Preventive,1.2,1124.2,Completed
10825,20240619,50,968,Calibration,0.6,940.15,Completed
10826,20211223,195,1844,Lubrication Service,3.7,234.61,Completed
10827,20210124,261,673,Condition-Based,1.0,3645.5,Completed
10828,20191222,81,2474,Electrical Inspection,3.4,3601.88,Completed
10829,20221229,293,201,Piping Inspection,0.9,4024.03,Completed
10830,20230623,228,2728,Calibration,3.4,1942.31,In Progress
10831,20201222,278,1859,Electrical Inspection,1.1,3400.88,Deferred
10832,20220308,5,2546,Corrective,1.7,66356.63,In Progress
10833,20220726,150,2737,SRV Testing,0.6,3122.89,Cancelled
10834,20210921,154,153,Calibration,1.4,1205.88,Deferred
10835,20240829,217,819,Lubrication Service,2.9,493.3,Completed
10836,20210109,241,1320,Electrical Inspection,2.6,3799.33,In Progress
10837,20231023,169,963,Lubrication Service,0.9,746.44,Cancelled
10838,20210527,322,706,Calibration,1.6,936.93,Completed
10839,20220716,160,2080,Predictive,2.0,3899.2,Completed
10840,20201127,149,2974,Lubrication Service,1.0,589.54,Deferred
10841,20241225,54,2376,Vibration Analysis,1.9,640.92,Cancelled
10842,20190904,323,2435,Preventive,1.7,1409.05,Cancelled
10843,20231124,74,657,Calibration,3.5,2030.87,Completed
10844,20190423,4,2725,Predictive,3.1,1067.96,Deferred
10845,20220630,199,697,Predictive,2.0,3948.24,Completed
10846,20211202,123,2801,Piping Inspection,1.4,1251.78,Completed
10847,20200730,225,2235,Vibration Analysis,1.5,691.0,Completed
10848,20230620,158,779,Vibration Analysis,3.6,1347.05,Completed
10849,20210127,43,2254,Calibration,2.7,1989.88,Completed
10850,20201024,316,2363,Vibration Analysis,3.3,1975.38,In Progress
10851,20190526,263,2319,Electrical Inspection,3.4,3675.29,Completed
10852,20220321,139,1209,SRV Testing,3.7,3041.4,In Progress
10853,20221203,311,448,Predictive,2.5,4618.83,Completed
10854,20230922,107,399,Corrective,14.8,71117.79,In Progress
10855,20240126,205,2444,Preventive,2.4,840.26,In Progress
10856,20241113,170,2467,Predictive,3.6,4433.67,Deferred
10857,20210130,23,1907,Thickness Measurement,1.4,1463.45,Cancelled
10858,20240117,11,465,Electrical Inspection,1.4,945.43,Completed
10859,20200906,99,2511,Calibration,0.8,802.62,Deferred
10860,20221012,174,447,SRV Testing,2.6,3423.68,Cancelled
10861,20220314,13,2142,Electrical Inspection,2.8,2182.65,Deferred
10862,20211028,46,1209,Vibration Analysis,0.5,1637.7,Completed
10863,20190925,299,2711,Predictive,1.1,2630.85,Completed
10864,20221111,93,2423,Piping Inspection,0.7,2651.06,Completed
10865,20240412,68,909,Condition-Based,3.9,3654.7,Deferred
10866,20210221,18,1041,Lubrication Service,3.5,1496.09,Completed
10867,20191118,311,382,Vibration Analysis,3.2,489.8,Cancelled
10868,20190212,90,2357,Lubrication Service,0.9,794.96,Completed
10869,20220605,193,2343,Predictive,1.3,1173.63,Deferred
10870,20220819,211,2445,SRV Testing,1.1,3241.76,Cancelled
10871,20210814,306,853,SRV Testing,0.6,3799.86,In Progress
10872,20220813,329,1961,Thickness Measurement,1.0,1010.77,Cancelled
10873,20200618,169,87,Thickness Measurement,1.5,1490.42,In Progress
10874,20230707,65,885,SRV Testing,1.8,1061.0,Cancelled
10875,20190512,306,1534,Electrical Inspection,2.2,2580.62,Completed
10876,20220905,290,371,Electrical Inspection,2.4,2184.65,Deferred
10877,20201224,172,1830,Corrective,1.3,8166.21,Deferred
10878,20241219,292,1680,Piping Inspection,2.7,4669.24,Completed
10879,20210804,95,2986,Vibration Analysis,1.4,1727.74,Cancelled
10880,20230406,229,2467,Vibration Analysis,1.4,727.13,In Progress
10881,20220513,70,706,Piping Inspection,1.2,3115.87,Completed
10882,20240815,119,1136,Preventive,2.8,639.59,In Progress
10883,20240417,230,1329,Preventive,2.6,4889.86,Completed
10884,20230506,313,1886,Thickness Measurement,3.2,662.64,Completed
10885,20220811,126,1488,Thickness Measurement,2.8,1474.56,Cancelled
10886,20200327,28,1590,Lubrication Service,1.5,711.73,Cancelled
10887,20200102,230,1722,Predictive,0.8,1011.79,Completed
10888,20240609,69,1251,Piping Inspection,0.7,2217.17,Completed
10889,20191018,100,340,Electrical Inspection,0.6,1895.98,Completed
10890,20240212,102,1515,Piping Inspection,3.1,2313.94,Completed
10891,20190312,230,225,Calibration,3.9,1969.75,Completed
10892,20190312,186,394,Vibration Analysis,2.7,452.8,Completed
10893,20240208,167,2797,Corrective,2.2,54381.62,Completed
10894,20190913,298,2196,Lubrication Service,1.7,484.61,Completed
10895,20221019,165,890,Piping Inspection,3.5,1848.75,Completed
10896,20220807,278,2648,Predictive,1.6,2645.98,Completed
10897,20190907,54,1635,Predictive,2.7,4356.23,Completed
10898,20200329,122,85,Thickness Measurement,2.3,2030.97,Completed
10899,20220517,306,2001,Thickness Measurement,2.1,2114.72,Completed
10900,20220821,83,2117,Lubrication Service,1.1,368.18,In Progress
10901,20200103,181,2958,Condition-Based,1.4,5573.8,Completed
10902,20230308,220,2108,Electrical Inspection,2.4,3604.56,Completed
10903,20241123,293,2080,SRV Testing,0.9,1670.45,Deferred
10904,20190704,323,2271,Condition-Based,3.8,1109.15,In Progress
10905,20200401,103,2389,Piping Inspection,3.6,4007.24,Cancelled
10906,20210221,235,2079,Calibration,1.3,1079.62,Completed
10907,20231208,180,392,Predictive,0.9,3644.55,Deferred
10908,20211211,109,1652,Piping Inspection,3.2,2640.06,Deferred
10909,20231117,129,1692,Predictive,0.9,2339.15,Completed
10910,20210103,58,256,Piping Inspection,1.0,3929.33,Completed
10911,20190421,181,2948,Preventive,1.6,4635.85,Deferred
10912,20221226,227,2321,Condition-Based,1.1,1060.94,Cancelled
10913,20210701,166,796,SRV Testing,0.8,1256.12,In Progress
10914,20201201,83,82,Thickness Measurement,0.9,2269.23,Cancelled
10915,20241103,143,1902,Lubrication Service,2.9,768.15,Completed
10916,20220917,23,1638,Piping Inspection,1.7,2638.32,Cancelled
10917,20200612,98,419,SRV Testing,3.7,2031.82,In Progress
10918,20201026,317,1121,Lubrication Service,2.0,439.16,Deferred
10919,20210521,77,1368,Thickness Measurement,3.2,664.56,In Progress
10920,20191219,133,1557,Preventive,4.0,3636.73,Completed
10921,20230210,60,2090,Vibration Analysis,0.6,1978.3,Completed
10922,20190704,73,2482,SRV Testing,3.7,2079.43,Completed
10923,20230222,306,2910,Piping Inspection,1.0,857.96,Cancelled
10924,20210407,301,1992,Thickness Measurement,2.2,1103.65,Completed
10925,20210304,258,2280,Condition-Based,0.9,5922.45,Completed
10926,20231013,13,1946,Electrical Inspection,3.1,1213.21,Completed
10927,20191023,282,2590,Predictive,1.4,2404.33,Completed
10928,20211207,228,1536,Electrical Inspection,1.5,2833.61,Deferred
10929,20240815,145,11,Calibration,1.5,1578.23,Completed
10930,20241102,115,87,Corrective,3.1,74623.25,Completed
10931,20200905,58,2497,Piping Inspection,1.7,3030.28,Completed
10932,20220209,24,620,Calibration,1.1,2209.26,Completed
10933,20240107,8,677,Lubrication Service,0.9,1221.38,In Progress
10934,20230810,205,593,Condition-Based,0.7,2115.66,Completed
10935,20191223,262,262,Condition-Based,3.1,3850.33,Cancelled
10936,20230326,175,1254,SRV Testing,1.4,2430.47,Completed
10937,20241009,9,785,Electrical Inspection,3.3,698.83,Deferred
10938,20210822,234,818,Vibration Analysis,3.7,1669.28,Completed
10939,20240526,239,2500,Corrective,8.7,47120.24,In Progress
10940,20220820,321,1654,Condition-Based,2.8,2315.36,Deferred
10941,20220914,271,1783,Corrective,1.3,58046.96,Cancelled
10942,20230128,307,1853,Electrical Inspection,0.9,1287.92,Completed
10943,20230617,324,2615,Condition-Based,1.7,1014.07,Cancelled
10944,20240714,102,1261,Corrective,17.3,34204.05,Completed
10945,20240131,252,415,Preventive,2.2,5896.85,Completed
10946,20231105,122,1395,Predictive,1.7,4471.77,Completed
10947,20200401,275,1170,SRV Testing,2.6,3214.64,Completed
10948,20190719,311,1071,Condition-Based,2.7,3680.9,Cancelled
10949,20200524,280,75,Thickness Measurement,1.8,2307.11,Completed
10950,20190731,160,2741,Condition-Based,2.5,3303.42,Completed
10951,20200529,179,2008,Thickness Measurement,3.3,1590.57,Cancelled
10952,20190413,325,699,Calibration,3.0,461.15,Completed
10953,20221127,17,1579,Electrical Inspection,1.2,2127.5,Completed
10954,20220918,269,1527,Predictive,3.5,2971.91,Cancelled
10955,20190921,245,691,Calibration,2.2,749.89,Completed
10956,20241113,292,1388,Electrical Inspection,2.3,994.95,Completed
10957,20230404,197,2686,Preventive,1.1,2324.33,Completed
10958,20210503,52,2513,Condition-Based,3.5,3989.56,Completed
10959,20210902,70,1967,Predictive,1.0,4973.74,Cancelled
10960,20230322,59,1497,Vibration Analysis,2.3,1914.63,Completed
10961,20230315,28,170,Predictive,2.2,1990.15,Deferred
10962,20240307,162,1001,Lubrication Service,1.7,1064.68,Completed
10963,20221015,191,361,SRV Testing,1.4,3277.24,Deferred
10964,20201101,83,2919,Condition-Based,0.7,5189.32,Completed
10965,20211002,269,2291,Corrective,5.1,24816.89,In Progress
10966,20210827,322,1591,Vibration Analysis,2.3,1723.29,In Progress
10967,20230608,32,2108,Calibration,1.9,612.17,Completed
10968,20210418,153,1952,Preventive,0.7,2632.32,Completed
10969,20190531,36,1981,Lubrication Service,2.9,413.34,Deferred
10970,20210329,176,611,Vibration Analysis,2.3,906.42,Deferred
10971,20230426,205,1034,Preventive,1.2,7987.79,Cancelled
10972,20220313,238,2278,Preventive,2.3,4820.37,Completed
10973,20231122,214,2280,Thickness Measurement,3.6,1320.88,Completed
10974,20230108,280,2842,Thickness Measurement,3.9,849.94,Completed
10975,20190707,107,2457,Corrective,2.6,45959.61,Completed
10976,20240320,319,1916,Condition-Based,0.6,3311.54,Cancelled
10977,20191209,141,2042,Vibration Analysis,1.5,1639.36,Cancelled
10978,20221222,177,1389,Electrical Inspection,1.8,1418.97,Deferred
10979,20200710,151,2944,Corrective,1.7,16934.75,In Progress
10980,20200327,6,2602,Predictive,3.7,4511.6,In Progress
10981,20201030,68,946,Lubrication Service,0.7,581.33,In Progress
10982,20190914,105,571,Corrective,3.2,42047.34,Cancelled
10983,20231013,193,1418,Vibration Analysis,3.9,578.17,Completed
10984,20190809,245,1454,Condition-Based,1.2,1838.93,Completed
10985,20230626,151,1415,Thickness Measurement,3.9,2034.63,Deferred
10986,20200802,95,2993,Piping Inspection,0.6,2439.84,Completed
10987,20210526,175,861,Calibration,1.2,1370.0,Cancelled
10988,20231030,91,1667,Lubrication Service,3.8,441.2,In Progress
10989,20191107,19,2946,Preventive,3.2,3165.24,Completed
10990,20210418,234,97,Piping Inspection,1.8,1867.79,Completed
10991,20191108,214,2670,Vibration Analysis,3.5,1186.98,Completed
10992,20200709,165,2810,Predictive,3.2,4180.03,Deferred
10993,20210129,116,1249,Corrective,2.8,46325.45,Deferred
10994,20230403,191,2561,Thickness Measurement,3.0,2003.2,In Progress
10995,20190809,255,2762,Calibration,2.4,2108.72,Cancelled
10996,20210104,156,619,Predictive,4.0,2171.83,Cancelled
10997,20230708,17,1506,Piping Inspection,3.9,2067.35,Completed
10998,20220619,247,442,Electrical Inspection,1.2,3353.45,Cancelled
10999,20190704,172,2565,Vibration Analysis,2.2,1265.25,In Progress
11000,20190421,79,882,Thickness Measurement,3.8,1920.89,Completed
11001,20190412,201,1742,Vibration Analysis,2.2,1255.27,Deferred
11002,20200702,281,583,Preventive,0.7,593.95,Completed
11003,20190425,91,345,Electrical Inspection,1.1,1363.96,In Progress
11004,20220809,92,1986,Calibration,3.5,1788.44,Cancelled
11005,20200627,219,2423,Electrical Inspection,2.8,1690.37,Completed
11006,20190308,139,2527,Piping Inspection,3.7,981.47,Completed
11007,20211224,256,2839,Corrective,3.8,75716.47,Completed
11008,20201022,277,2049,Preventive,3.8,6616.28,Completed
11009,20190719,60,647,Lubrication Service,2.4,639.4,Deferred
11010,20220811,203,2937,Lubrication Service,3.0,380.06,In Progress
11011,20230117,105,853,Thickness Measurement,2.2,1409.42,Completed
11012,20190128,146,2564,Preventive,2.4,7427.74,In Progress
11013,20230215,115,1084,Predictive,3.9,4969.79,Completed
11014,20200729,266,2103,Lubrication Service,2.9,631.48,Deferred
11015,20190524,316,2075,Condition-Based,2.3,2889.5,Completed
11016,20200102,267,647,SRV Testing,1.8,2008.74,Completed
11017,20190525,267,360,Lubrication Service,3.5,787.53,Deferred
11018,20201023,236,1599,Corrective,18.0,6699.94,Completed
11019,20210927,279,2293,Vibration Analysis,3.7,1310.45,Cancelled
11020,20200908,287,350,Electrical Inspection,0.7,2301.11,Deferred
11021,20231014,92,1872,Predictive,0.8,1879.75,Cancelled
11022,20190719,264,428,Lubrication Service,3.4,568.9,Cancelled
11023,20221217,69,201,Thickness Measurement,3.0,921.77,Deferred
11024,20190908,214,410,Calibration,1.3,1342.11,Completed
11025,20190831,150,2946,Predictive,2.6,2610.91,Completed
11026,20231014,11,1378,Corrective,1.0,25615.78,Cancelled
11027,20230128,202,2788,Electrical Inspection,3.4,2559.19,Completed
11028,20190908,284,1780,Predictive,3.5,4149.45,Cancelled
11029,20240520,276,920,Condition-Based,1.1,4612.38,Completed
11030,20210709,239,1200,Vibration Analysis,3.7,1128.14,Completed
11031,20211121,105,2980,Condition-Based,2.8,2821.92,Completed
11032,20220109,256,2072,Thickness Measurement,3.9,1097.73,Completed
11033,20190729,229,1322,Electrical Inspection,3.7,2275.33,Deferred
11034,20240107,133,1344,Corrective,11.4,17157.32,In Progress
11035,20200107,129,1860,SRV Testing,1.9,3613.7,Completed
11036,20230902,273,2850,Lubrication Service,1.2,251.81,Cancelled
11037,20211219,70,488,Vibration Analysis,3.3,1356.45,Cancelled
11038,20210303,320,4,SRV Testing,3.1,2356.02,Completed
11039,20210608,282,1576,Thickness Measurement,2.5,1612.22,In Progress
11040,20220213,181,2774,Electrical Inspection,3.2,3435.23,Completed
11041,20191106,119,780,Thickness Measurement,0.6,1559.83,Completed
11042,20190916,287,1000,Piping Inspection,2.0,2304.95,Completed
11043,20220506,151,1915,Electrical Inspection,2.1,3297.36,Completed
11044,20220403,132,2065,Electrical Inspection,2.9,1349.15,Deferred
11045,20210611,178,426,Electrical Inspection,2.1,1002.83,Completed
11046,20230627,12,1544,Predictive,2.2,2558.8,Completed
11047,20221023,270,1618,Vibration Analysis,3.0,683.8,Completed
11048,20220319,266,1317,Thickness Measurement,2.8,505.84,In Progress
11049,20241227,198,101,Preventive,2.2,3083.43,In Progress
11050,20240606,31,2466,Corrective,3.6,73812.51,Completed
11051,20191025,331,373,Preventive,1.8,5822.02,Completed
11052,20241231,33,2510,Thickness Measurement,1.5,753.15,Cancelled
11053,20220625,110,1357,Predictive,1.4,2768.03,Completed
11054,20210907,254,556,Calibration,1.4,1834.54,Completed
11055,20190613,5,1558,Thickness Measurement,3.6,1103.99,Cancelled
11056,20240805,316,1166,Condition-Based,1.1,5763.86,Completed
11057,20220125,276,1109,Preventive,1.5,4119.87,In Progress
11058,20230217,194,2105,Electrical Inspection,1.2,2498.7,In Progress
11059,20240111,240,1237,Electrical Inspection,3.0,2809.44,In Progress
11060,20240611,205,610,Predictive,1.8,2007.98,In Progress
11061,20231205,180,30,Condition-Based,2.0,1756.4,Deferred
11062,20221217,17,2807,Predictive,2.0,3926.36,Cancelled
11063,20210117,96,2154,Corrective,1.3,25337.63,Completed
11064,20210616,324,1909,Corrective,12.8,30424.89,Completed
11065,20240719,305,829,Lubrication Service,2.9,1229.31,Completed
11066,20190421,288,116,Preventive,2.4,1861.27,Deferred
11067,20190420,300,759,Preventive,1.1,5008.39,Deferred
11068,20190604,223,380,Thickness Measurement,1.8,2675.77,Completed
11069,20190809,178,457,SRV Testing,0.6,1389.12,Completed
11070,20230903,251,2962,Condition-Based,1.9,2496.05,Deferred
11071,20241201,305,1396,Electrical Inspection,3.4,3144.15,In Progress
11072,20221223,165,2925,Electrical Inspection,3.4,916.54,Completed
11073,20200804,321,2274,Condition-Based,3.8,1080.61,In Progress
11074,20190316,187,2848,Thickness Measurement,2.6,1210.49,Completed
11075,20200804,40,1812,SRV Testing,1.6,2422.71,Deferred
11076,20230627,136,899,Condition-Based,3.5,1484.73,In Progress
11077,20200525,287,2525,Corrective,2.6,13677.38,Completed
11078,20211114,174,836,Thickness Measurement,1.2,2155.14,Completed
11079,20210430,115,1057,Piping Inspection,1.6,4142.08,Deferred
11080,20210126,265,2820,SRV Testing,2.9,2903.31,Completed
11081,20231125,236,746,SRV Testing,2.8,2364.33,Completed
11082,20200405,270,788,Electrical Inspection,2.0,3440.59,In Progress
11083,20201202,106,1321,Thickness Measurement,2.9,1476.82,In Progress
11084,20221024,156,885,Predictive,3.2,4547.5,Completed
11085,20221017,140,1647,Corrective,5.3,79551.82,Deferred
11086,20231031,36,1811,Piping Inspection,3.4,824.25,Deferred
11087,20220706,254,2888,Electrical Inspection,0.7,1956.42,Completed
11088,20221204,51,1952,Calibration,1.2,2427.08,Completed
11089,20230227,102,472,Piping Inspection,3.7,2177.55,Completed
11090,20240103,176,584,Thickness Measurement,3.5,895.02,Completed
11091,20240110,35,1779,Preventive,2.9,4206.85,Completed
11092,20220607,90,425,Vibration Analysis,3.8,1631.16,Deferred
11093,20200709,47,1290,Calibration,0.8,2005.55,Completed
11094,20191009,314,2111,Lubrication Service,2.7,991.63,Completed
11095,20210308,300,1778,SRV Testing,0.9,1053.69,Completed
11096,20220124,13,2623,Predictive,2.7,3803.77,In Progress
11097,20220801,328,131,Vibration Analysis,3.7,1867.74,Cancelled
11098,20220311,274,2022,Preventive,2.9,4955.68,Cancelled
11099,20230720,248,586,Corrective,4.8,25193.89,Deferred
11100,20240429,242,767,Thickness Measurement,1.2,1834.65,In Progress
11101,20190703,125,1884,Piping Inspection,0.6,4158.02,Cancelled
11102,20211008,35,850,Predictive,1.6,4131.58,Completed
11103,20230121,167,834,SRV Testing,1.1,1091.65,Completed
11104,20221214,144,2522,Piping Inspection,0.8,3570.7,Deferred
11105,20200609,165,1280,Thickness Measurement,2.1,1297.99,Deferred
11106,20200319,269,2901,Preventive,1.8,3964.97,Deferred
11107,20240815,178,1900,Thickness Measurement,3.8,2371.16,Deferred
11108,20230811,126,2443,Lubrication Service,3.9,1254.36,Cancelled
11109,20230627,96,304,Preventive,1.8,3008.44,Deferred
11110,20211203,232,814,Preventive,1.9,3341.36,In Progress
11111,20240128,143,919,Electrical Inspection,1.0,654.03,In Progress
11112,20240719,47,2577,Lubrication Service,0.9,1196.24,Deferred
11113,20221106,105,2908,Condition-Based,1.6,3944.02,Completed
11114,20190502,19,2154,Preventive,2.9,6867.06,In Progress
11115,20240619,34,2073,Piping Inspection,1.2,1047.72,Deferred
11116,20221025,259,2788,Corrective,6.4,14818.46,Completed
11117,20220831,84,764,Piping Inspection,2.9,3672.36,Completed
11118,20230502,100,354,Predictive,0.5,980.36,In Progress
11119,20200308,240,1845,Vibration Analysis,2.8,1907.12,Completed
11120,20221115,220,2148,Condition-Based,1.1,3263.53,Completed
11121,20231127,205,703,Predictive,2.7,2935.24,Completed
11122,20191203,36,1898,SRV Testing,3.4,1126.71,Completed
11123,20230918,332,1903,Piping Inspection,3.1,4789.47,Completed
11124,20200415,271,1517,Vibration Analysis,0.5,1995.96,In Progress
11125,20230728,291,1124,Vibration Analysis,2.0,656.15,Cancelled
11126,20190727,299,1589,Predictive,2.3,1725.78,Deferred
11127,20230305,231,216,Predictive,3.3,3151.6,Deferred
11128,20210704,86,382,Vibration Analysis,3.4,1960.29,Cancelled
11129,20230626,59,1000,Corrective,4.7,79451.13,Deferred
11130,20190204,173,392,Preventive,2.1,3068.21,Completed
11131,20221218,72,1981,Vibration Analysis,0.8,1421.04,In Progress
11132,20220425,251,2014,Predictive,2.7,3683.02,Completed
11133,20190804,170,1367,SRV Testing,0.7,1271.5,Deferred
11134,20241120,334,225,SRV Testing,3.1,1441.63,Cancelled
11135,20240530,31,919,Preventive,0.9,7115.56,Deferred
11136,20221028,285,2353,Preventive,3.4,2269.67,In Progress
11137,20230807,23,149,Corrective,31.3,40551.92,In Progress
11138,20231022,271,2090,Preventive,0.9,5576.21,Completed
11139,20230902,157,728,Piping Inspection,3.5,3088.88,Completed
11140,20190404,137,2362,Piping Inspection,2.2,1970.02,Cancelled
11141,20200621,291,941,Condition-Based,2.0,2282.02,In Progress
11142,20230330,244,1696,SRV Testing,1.0,2875.25,Completed
11143,20200429,58,1025,SRV Testing,1.2,1361.58,Completed
11144,20230901,182,2587,Thickness Measurement,2.5,1615.45,Cancelled
11145,20240517,335,1396,Preventive,2.0,4133.34,Cancelled
11146,20220207,139,2449,Thickness Measurement,1.0,939.09,Deferred
11147,20231207,263,444,Condition-Based,3.7,3365.63,Completed
11148,20190411,238,1548,Preventive,0.6,1801.24,Completed
11149,20240929,155,2262,SRV Testing,2.7,2426.99,Completed
11150,20210716,241,1688,Lubrication Service,1.0,801.16,Cancelled
11151,20241204,224,1285,Thickness Measurement,0.5,1042.39,Deferred
11152,20231113,97,2856,Condition-Based,3.3,4852.47,Completed
11153,20220710,9,2683,Thickness Measurement,3.0,763.19,Cancelled
11154,20240706,241,2550,Piping Inspection,3.6,3840.89,Completed
11155,20200929,216,1474,Predictive,1.5,1473.55,Deferred
11156,20220422,319,646,Electrical Inspection,2.5,2516.96,Completed
11157,20190129,13,2621,Lubrication Service,3.5,779.41,Cancelled
11158,20191005,80,1361,Preventive,1.6,3270.96,Completed
11159,20240604,56,46,Condition-Based,1.5,5155.13,Completed
11160,20210518,225,570,Thickness Measurement,2.8,2606.59,Completed
11161,20230129,289,393,Thickness Measurement,3.2,998.98,Deferred
11162,20200311,91,364,Preventive,1.5,5911.29,Completed
11163,20220115,286,354,Corrective,2.0,57598.57,In Progress
11164,20200120,314,1210,SRV Testing,3.6,1295.68,Completed
11165,20230716,196,361,Preventive,2.7,6031.13,Completed
11166,20230728,32,809,Condition-Based,2.4,1417.68,In Progress
11167,20240517,241,622,SRV Testing,1.7,3259.18,Deferred
11168,20200530,198,1195,SRV Testing,0.8,3966.86,Deferred
11169,20240108,224,1471,Vibration Analysis,2.8,1298.45,Completed
11170,20200729,290,2385,Electrical Inspection,1.0,3830.58,Deferred
11171,20241215,269,2515,Vibration Analysis,3.1,516.94,Deferred
11172,20201126,114,2008,Thickness Measurement,1.8,2635.49,In Progress
11173,20231006,286,1686,Piping Inspection,2.0,4654.22,Deferred
11174,20230612,9,619,Piping Inspection,0.8,4140.42,Completed
11175,20221212,121,2073,SRV Testing,2.4,3200.75,Deferred
11176,20191215,185,1005,Condition-Based,1.8,3892.87,In Progress
11177,20190718,311,268,Condition-Based,3.8,3780.0,Cancelled
11178,20220727,3,2962,Vibration Analysis,3.6,664.13,Completed
11179,20190124,265,941,Condition-Based,3.4,5365.19,In Progress
11180,20231010,133,143,Condition-Based,1.9,3001.15,Cancelled
11181,20200821,262,1276,Preventive,1.4,5727.21,Completed
11182,20221213,326,187,Calibration,2.5,2402.55,Cancelled
11183,20240717,306,1582,Corrective,0.6,45506.48,Completed
11184,20240901,53,1642,Electrical Inspection,2.5,977.47,Completed
11185,20241112,70,1534,SRV Testing,3.0,1017.07,Completed
11186,20190130,244,2009,SRV Testing,3.9,1315.59,Completed
11187,20210731,29,1101,Lubrication Service,3.5,1322.66,Cancelled
11188,20200220,288,360,Electrical Inspection,0.6,2039.26,Completed
11189,20240820,152,2716,Condition-Based,1.3,5108.24,Deferred
11190,20190331,191,2540,Vibration Analysis,1.7,1160.39,Completed
11191,20230302,312,1669,SRV Testing,2.7,1184.99,Completed
11192,20210107,256,893,SRV Testing,0.8,2183.45,Completed
11193,20190728,296,2614,SRV Testing,0.8,3973.75,In Progress
11194,20200114,49,2550,Electrical Inspection,2.5,902.75,Completed
11195,20190414,327,1938,Vibration Analysis,2.3,826.51,Deferred
11196,20240615,28,2245,Thickness Measurement,1.5,2735.67,Deferred
11197,20190126,294,1144,Predictive,1.8,1345.58,Completed
11198,20211223,293,2480,Piping Inspection,0.5,3627.08,In Progress
11199,20221025,85,1727,Electrical Inspection,3.4,1049.04,Cancelled
11200,20191222,205,1308,Vibration Analysis,3.6,1633.79,Completed
11201,20190416,315,1445,Vibration Analysis,2.9,453.23,Completed
11202,20221213,289,1941,Vibration Analysis,3.2,1629.56,In Progress
11203,20210228,195,933,Condition-Based,2.8,3399.97,Cancelled
11204,20240218,275,680,Thickness Measurement,3.8,2499.54,Completed
11205,20231123,98,1580,Electrical Inspection,2.9,652.78,Cancelled
11206,20230601,290,1473,Vibration Analysis,2.0,1559.28,Completed
11207,20230924,163,232,Condition-Based,3.7,3539.41,Completed
11208,20211230,316,1781,Vibration Analysis,0.8,1271.27,Completed
11209,20190402,98,487,Electrical Inspection,1.0,3841.32,Completed
