FinanceID,DateKey,ProductID,Revenue,OPEX,CAPEX,MaintenanceCost,Profit
34573,20240629,2,2152558.28,613632.49,173151.64,195713.74,1170060.41
34574,20210602,7,694255.08,199146.53,80141.56,58783.95,356183.04
34575,20230602,6,2025980.07,661844.91,200438.88,95537.64,1068158.64
34576,20200415,2,3774327.62,1413636.79,474409.08,326788.2,1559493.55
34577,20220806,5,6052527.7,2380196.61,363165.58,425744.84,2883420.67
34578,20190730,2,997009.08,340226.78,51058.84,94137.05,511586.41
34579,20200219,4,9662131.93,2461600.11,681492.57,468110.62,6050928.63
34580,20240401,5,2440875.65,800317.8,294178.28,92420.36,1253959.21
34581,20230914,6,2354007.67,586872.72,293176.04,152535.82,1321423.09
34582,20240423,2,4543908.72,1314426.29,438359.72,409686.01,2381436.7
34583,20231205,2,1688261.52,643278.1,115481.03,62849.58,866652.81
34584,20190328,4,1180243.37,323520.67,172888.97,49995.31,633838.42
34585,20231226,5,533280.94,152392.47,36033.09,22632.56,322222.82
34586,20230609,2,2805758.42,679262.02,196022.82,115075.51,1815398.07
34587,20210128,4,3022618.8,838274.67,274561.92,131174.14,1778608.07
34588,20240509,5,1721011.1,386661.71,252503.42,56346.12,1025499.85
34589,20231217,1,3103619.18,1183382.86,266094.7,168377.73,1485763.89
34590,20230618,5,2697126.99,742480.61,386834.58,216294.66,1351517.14
34591,20240204,1,3668935.16,974948.99,237024.32,113710.01,2343251.84
34592,20241221,7,5692674.48,2035587.04,410203.26,548369.78,2698514.4
34593,20240723,7,929910.95,301191.89,97823.81,65694.89,465200.36
34594,20210520,6,819698.84,205645.07,106065.7,67427.48,440560.59
34595,20210122,1,1506864.39,371835.92,119616.54,62675.65,952736.28
34596,20210728,4,1650626.78,420964.11,182780.37,97239.58,949642.72
34597,20190120,7,726201.24,199835.8,53032.26,69937.68,403395.5
34598,20210202,3,18628183.13,6589810.47,2472788.9,1788934.14,7776649.62
34599,20230711,3,927202.2,192691.5,112752.97,37624.52,584133.21
34600,20210524,5,446181.38,162760.87,43873.67,33914.61,205632.23
34601,20211018,3,2461849.37,814077.55,190767.99,106616.67,1350387.16
34602,20190807,7,7719909.56,2622766.6,397705.98,677071.79,4022365.19
34603,20210330,4,3186100.21,1067573.62,477386.52,107141.46,1533998.61
34604,20231221,5,7637931.93,2843305.34,536071.93,649743.59,3608811.07
34605,20190906,1,4229645.26,1619004.46,253260.71,143112.66,2214267.43
34606,20230708,1,3487046.99,1366161.34,301803.72,189362.48,1629719.45
34607,20220908,2,4417706.74,900905.6,520382.61,244486.96,2751931.57
34608,20191013,7,3448533.72,944322.22,346493.07,344432.73,1813285.7
34609,20230418,6,6053409.95,1317760.02,902074.17,444035.0,3389540.76
34610,20190622,4,2185415.28,799527.64,161313.6,117829.02,1106745.02
34611,20220127,3,3897493.47,1104696.41,358186.27,176243.55,2258367.24
34612,20230522,6,16095784.0,5698492.66,1650471.27,1408684.16,7338135.91
34613,20210309,3,965192.27,316398.45,65035.4,53957.1,529801.32
34614,20200116,4,447021.07,153845.66,31483.99,42259.64,219431.78
34615,20200509,1,4675497.76,1424874.76,487835.98,286353.56,2476433.46
34616,20190623,5,2822115.4,1085246.89,290101.89,104497.07,1342269.55
34617,20231012,4,5460671.79,1700345.93,804990.29,543847.43,2411488.14
34618,20220809,5,3708841.92,1113658.92,399302.25,252432.24,1943448.51
34619,20220508,6,4321044.77,1171201.09,346255.19,355509.63,2448078.86
34620,20230913,2,5027195.61,1846891.18,356043.83,444424.98,2379835.62
34621,20220523,2,12832592.32,4980523.02,1411589.88,1175152.09,5265327.33
34622,20221007,7,1257863.25,441832.97,96297.06,73217.82,646515.4
34623,20190529,2,2228291.66,825116.12,255812.3,213920.98,933442.26
34624,20241014,6,53329832.67,16856047.96,6290303.73,4883257.77,25300223.21
34625,20240924,6,49067435.67,14271932.65,5004793.88,4862066.89,24928642.25
34626,20210622,7,1287609.64,383597.11,147787.49,98365.46,657859.58
34627,20211207,1,5464418.4,1497172.7,760570.12,492065.39,2714610.19
34628,20230531,7,6133264.75,1707138.15,809097.94,393526.35,3223502.31
34629,20190526,6,639540.46,164636.8,62162.14,41783.22,370958.3
34630,20210811,2,1622309.93,336022.02,204158.65,124522.8,957606.46
34631,20230109,4,889963.91,269558.36,104778.39,38557.03,477070.13
34632,20221211,7,6325297.68,1490103.76,401259.98,499036.24,3934897.7
34633,20201001,5,6614769.49,2476350.17,817045.32,272633.24,3048740.76
34634,20190323,4,11316394.63,3346690.65,1491498.3,428794.27,6049411.41
34635,20200722,6,4016816.4,1089163.04,332827.15,229784.6,2365041.61
34636,20210812,2,520450.34,114723.57,41701.21,36441.86,327583.7
34637,20220920,7,3241202.68,1066816.63,360274.37,199644.37,1614467.31
34638,20200317,1,1073406.61,237799.45,58417.06,66724.24,710465.86
34639,20210420,2,782760.88,278873.75,99696.72,27310.96,376879.45
34640,20190217,6,683750.19,171384.03,80779.93,50771.02,380815.21
34641,20190530,2,1153445.57,440369.8,83640.46,96293.4,533141.91
34642,20230201,4,1875524.46,540261.33,244854.32,127526.08,962882.73
34643,20201227,3,1334259.23,447541.82,141086.26,126735.47,618895.68
34644,20190207,7,3126070.63,1198365.08,250337.5,202244.57,1475123.48
34645,20240923,5,877817.14,333865.85,77729.63,60972.23,405249.43
34646,20190128,7,385965.04,92178.84,24681.66,25671.61,243432.93
34647,20220629,1,6040625.96,1706477.79,861533.56,205281.43,3267333.18
34648,20210502,3,5861289.59,1184940.28,756174.66,294224.8,3625949.85
34649,20240815,2,319185.04,119581.18,38423.14,15098.95,146081.77
34650,20220608,7,1525153.27,458083.84,92201.26,47856.04,927012.13
34651,20210610,3,17188679.68,4217514.91,1972790.6,1391096.64,9607277.53
34652,20191201,1,1404960.95,428574.37,89321.36,104220.95,782844.27
34653,20210218,4,1057711.15,313571.77,124767.23,68732.93,550639.22
34654,20210731,7,736405.4,222107.14,75229.25,28825.27,410243.74
34655,20190922,7,2136450.43,627311.28,314226.61,153184.14,1041728.4
34656,20220203,4,31287914.58,7577323.91,4631695.7,1355902.42,17722992.55
34657,20240119,3,4357501.4,1458263.15,472409.21,403765.62,2023063.42
34658,20220614,6,6997982.21,2697914.06,412864.16,210917.12,3676286.87
34659,20200803,3,1534901.56,363927.08,227391.17,142400.65,801182.66
34660,20220517,7,5787303.75,1455646.49,496184.86,564598.24,3270874.16
34661,20240528,4,1233605.32,457570.83,178728.05,84598.19,512708.25
34662,20221104,6,6945498.83,1533390.64,557477.52,389964.19,4464666.48
34663,20230528,5,3846873.0,1232227.39,408859.76,187727.3,2018058.55
34664,20190327,7,5896401.51,1705241.22,636291.89,561806.55,2993061.85
34665,20240311,3,683284.77,224618.85,78762.83,67311.05,312592.04
34666,20200715,1,3696252.07,1389920.92,359592.04,278800.79,1667938.32
34667,20211216,1,617065.53,126138.68,77154.29,56720.11,357052.45
34668,20210504,3,1201546.02,331994.14,112630.55,75615.75,681305.58
34669,20221017,6,266261.58,87158.26,28172.29,17788.75,133142.28
34670,20211207,1,12176421.62,2912207.57,663757.68,796686.08,7803770.29
34671,20200513,5,727389.66,147819.09,71431.66,58309.76,449829.15
34672,20241031,2,9711453.68,3162981.45,819101.32,409788.97,5319581.94
34673,20210523,2,9832179.59,2779528.13,1142037.28,610110.45,5300503.73
34674,20210619,4,1542901.22,380415.52,125839.23,113076.43,923570.04
34675,20190801,6,1331237.22,503638.67,183737.07,81502.87,562358.61
34676,20210316,2,1728456.49,574701.81,132228.48,145431.31,876094.89
34677,20221020,7,6580359.09,1589471.37,486664.89,558246.51,3945976.32
34678,20220622,6,11982039.09,3731803.97,1653881.58,706794.04,5889559.5
34679,20200612,1,2765235.63,1003834.26,186343.02,234689.1,1340369.25
34680,20230310,4,5273930.29,1649923.71,401973.92,524144.61,2697888.05
34681,20190220,4,260832.49,57966.77,15229.68,24405.09,163230.95
34682,20190928,1,38460512.62,9527288.87,5220172.84,1726320.19,21986730.72
34683,20191216,2,1309058.98,444435.67,99796.85,48860.8,715965.66
34684,20211013,6,11394190.87,4262034.59,1440448.18,472915.4,5218792.7
34685,20210328,2,4082179.66,1628183.99,476361.65,168292.64,1809341.38
34686,20210129,7,3328292.51,1009042.72,428847.0,247236.8,1643165.99
34687,20190508,5,2120496.83,845974.62,217681.05,67378.33,989462.83
34688,20190703,4,2632550.36,649710.26,238954.23,146965.54,1596920.33
34689,20220712,4,3997894.65,1585230.52,573224.07,184628.65,1654811.41
34690,20221005,3,1717219.71,685288.27,143837.63,69744.5,818349.31
34691,20230402,3,3886251.19,1232596.95,479234.31,207255.79,1967164.14
34692,20190310,5,12357626.19,4057683.4,1719948.79,731369.17,5848624.83
34693,20201019,1,1846656.01,578055.52,159109.44,59599.01,1049892.04
34694,20200401,3,2763997.43,967624.1,299628.96,148705.79,1348038.58
34695,20200811,5,1357753.7,403572.4,110772.78,57922.2,785486.32
34696,20210925,4,1099707.49,413028.9,64909.38,35412.04,586357.17
34697,20190102,3,6696895.91,2580339.26,335184.67,419638.59,3361733.39
34698,20220308,7,2627126.83,807056.11,258754.8,146312.24,1415003.68
34699,20230819,6,14691693.03,3363331.44,909326.0,561689.87,9857345.72
34700,20200102,5,14338179.15,4317834.14,2134436.56,748921.42,7136987.03
34701,20241018,2,10744346.15,3162004.1,1392877.36,1024576.71,5164887.98
34702,20190128,5,2712076.7,830233.46,149508.37,188171.21,1544163.66
34703,20210302,3,3926363.41,1163549.64,498603.89,223688.34,2040521.54
34704,20200325,1,2444254.86,866552.5,306161.34,114158.83,1157382.19
34705,20231112,3,1291352.34,437324.78,69689.94,49193.61,735144.01
34706,20200909,7,23865363.28,8077675.06,1683086.46,1463257.23,12641344.53
34707,20190101,5,29429198.63,10995657.43,1826215.13,2778768.4,13828557.67
34708,20190529,6,6211311.87,1990898.6,498514.16,237812.35,3484086.76
34709,20220626,7,2017068.72,483406.27,135097.44,197728.68,1200836.33
34710,20191102,4,2599220.24,621821.38,287702.82,223392.76,1466303.28
34711,20231109,4,11110326.91,3283167.15,976387.3,819245.39,6031527.07
34712,20190726,2,8256133.61,1878797.73,1182407.93,272151.79,4922776.16
34713,20241231,2,2675079.6,545262.63,167341.07,258575.59,1703900.31
34714,20230722,6,738968.19,226311.58,57532.9,63744.84,391378.87
34715,20211006,4,660764.65,211162.63,52415.09,55129.07,342057.86
34716,20240806,4,1160168.11,240644.26,172765.02,92545.36,654213.47
34717,20220712,7,7535303.9,1577196.33,1062967.11,628437.81,4266702.65
34718,20240928,4,15380243.37,3077287.56,777289.88,558228.59,10967437.34
34719,20200414,2,595449.37,191917.47,33594.28,54911.25,315026.37
34720,20230908,5,1809865.65,529293.3,167004.87,114702.92,998864.56
34721,20190108,1,5849215.29,1526909.77,804907.66,267374.92,3250022.94
34722,20241119,3,2610892.46,944178.64,378562.2,119819.63,1168331.99
34723,20190119,6,3259077.11,1032261.81,282161.56,192735.55,1751918.19
34724,20191028,5,5882721.69,2221216.8,359424.06,282132.87,3019947.96
34725,20230318,3,1021659.71,307768.05,143112.2,65532.01,505247.45
34726,20230105,6,2594720.06,884406.68,173942.9,171332.69,1365037.79
34727,20191020,5,5590440.58,1853482.91,378606.75,509029.01,2849321.91
34728,20220322,4,1143733.38,308754.83,93469.25,63729.5,677779.8
34729,20190517,4,11512671.31,4571260.82,1193934.28,704939.54,5042536.67
34730,20241110,6,7672968.24,1970044.2,914780.1,255382.2,4532761.74
34731,20211111,4,2122661.0,740614.84,306729.15,204839.86,870477.15
34732,20230624,6,5898623.02,1702833.03,551016.13,265017.46,3379756.4
34733,20230829,5,3943276.16,1167822.39,281596.04,320483.62,2173374.11
34734,20200913,3,2974496.36,890892.59,360354.9,164555.72,1558693.15
34735,20200910,4,19718104.13,4131348.17,2276759.08,1534398.16,11775598.72
34736,20221207,4,3461679.78,1184981.94,463161.56,294850.01,1518686.27
34737,20190708,6,7569822.36,1720922.1,990591.1,228264.17,4630044.99
34738,20240404,7,4011689.28,1092072.73,224387.42,320912.16,2374316.97
34739,20220225,1,11953767.81,3315958.22,938573.17,428868.94,7270367.48
34740,20200419,7,3961749.44,1293678.08,494581.08,155907.06,2017583.22
34741,20220203,4,3781333.42,1004724.86,375832.93,296027.23,2104748.4
34742,20240210,4,5111918.43,1963595.31,658312.64,419923.54,2070086.94
34743,20190818,4,1691750.86,595491.96,210817.97,151942.56,733498.37
34744,20200718,1,620002.78,175489.9,86705.92,22260.96,335546.0
34745,20210914,2,8167680.26,2310297.31,511261.65,547359.03,4798762.27
34746,20221022,1,7907660.55,2623366.34,757658.98,496032.33,4030602.9
34747,20220607,2,2402989.71,699643.86,261440.14,204394.59,1237511.12
34748,20221211,2,2069467.22,515482.31,219249.72,199851.0,1134884.19
34749,20210401,3,2899418.23,1043314.14,213232.73,256618.64,1386252.72
34750,20200130,7,1191919.13,389302.75,65414.14,73191.74,664010.5
34751,20231109,6,3801312.31,1407042.27,428454.73,204185.3,1761630.01
34752,20200718,5,4508069.76,1741818.71,294658.77,449191.32,2022400.96
34753,20200408,7,5324561.49,1834392.77,751265.59,320491.48,2418411.65
34754,20211220,3,3215850.42,701982.33,373144.21,299943.97,1840779.91
34755,20220821,7,4585608.19,1674293.89,452412.88,320966.18,2137935.24
34756,20211127,7,524329.59,119185.38,71613.71,33748.64,299781.86
34757,20191208,4,1000281.87,205616.09,141564.44,91551.94,561549.4
34758,20240201,7,4563439.4,1362103.33,266658.38,212746.28,2721931.41
34759,20231026,6,6031101.77,1995898.5,388138.08,194907.75,3452157.44
34760,20210121,4,2819291.57,785075.88,397660.85,138313.25,1498241.59
34761,20220728,6,873350.11,251900.56,122579.03,52620.82,446249.7
34762,20190928,7,48665314.06,12050672.73,7067929.17,4009101.13,25537611.03
34763,20201025,4,2027294.69,570490.69,289661.46,144279.96,1022862.58
34764,20230722,7,9945468.21,3834145.43,1069261.35,598159.09,4443902.34
34765,20200515,7,775877.33,295445.63,107502.55,50786.21,322142.94
34766,20220924,4,2043065.12,789512.74,216618.08,97212.54,939721.76
34767,20220802,7,759807.83,193340.55,83251.17,27863.18,455352.93
34768,20191025,4,488650.99,113923.31,70211.34,30046.44,274469.9
34769,20230722,3,4604123.26,1381707.49,345841.9,265387.32,2611186.55
34770,20190125,4,1524234.56,588739.93,123917.3,67707.45,743869.88
34771,20230915,7,2094691.03,448127.62,159691.2,145563.12,1341309.09
34772,20240312,3,943463.71,221546.09,65904.86,86578.0,569434.76
34773,20230312,6,1769437.52,576728.15,155566.7,136595.53,900547.14
34774,20240726,7,6874185.74,2139329.47,935250.33,211448.53,3588157.41
34775,20200818,2,2079916.28,721641.34,172610.95,80241.22,1105422.77
34776,20200527,4,4898085.55,1616252.81,649649.41,252512.45,2379670.88
34777,20240714,6,2710267.6,668506.15,181767.7,187842.95,1672150.8
34778,20220806,1,704691.17,159771.14,64728.08,54500.25,425691.7
34779,20231121,5,2687742.97,948079.57,380891.26,245969.8,1112802.34
34780,20190205,7,1448673.19,387623.4,78421.06,132964.67,849664.06
34781,20221224,4,917787.94,317645.02,135968.84,83861.62,380312.46
34782,20230618,6,14620005.74,5805063.95,1726709.13,638728.47,6449504.19
34783,20231118,3,6446254.97,1811099.36,942030.18,546577.9,3146547.53
34784,20200321,6,4939534.78,1147903.09,311179.84,344002.47,3136449.38
34785,20220830,4,2695994.39,885366.82,141341.86,255149.84,1414135.87
34786,20241027,2,246097.23,77658.91,35485.24,11418.51,121534.57
34787,20200409,1,2133623.21,501012.97,248505.49,81777.07,1302327.68
34788,20220301,6,1414910.01,447149.88,147744.62,42633.38,777382.13
34789,20200304,3,8393493.76,2546785.4,640165.03,614122.41,4592420.92
34790,20200625,7,1635149.72,544239.43,205502.9,90930.08,794477.31
34791,20200914,4,5873126.81,1677285.55,445227.26,220892.09,3529721.91
34792,20220121,4,5535136.7,1616712.61,572854.71,310305.32,3035264.06
34793,20230823,7,6394574.57,1837533.48,858329.89,409948.06,3288763.14
34794,20231217,6,4841334.19,1420642.69,350670.27,167302.65,2902718.58
34795,20230429,3,3203224.75,1067034.22,416374.84,254794.59,1465021.1
34796,20240727,1,3386617.04,810175.1,214017.59,209025.49,2153398.86
34797,20190618,4,918439.11,199785.87,93131.22,83644.81,541877.21
34798,20200123,3,716426.97,163675.48,92773.98,55618.54,404358.97
34799,20220605,7,7981262.4,2238889.81,1075916.16,696781.85,3969674.58
34800,20231101,6,9313920.66,2261743.47,820866.08,285402.34,5945908.77
34801,20200310,1,1993910.25,405887.42,153047.46,165667.71,1269307.66
34802,20200320,7,945115.38,333008.57,69903.01,55876.33,486327.47
34803,20240808,3,8834437.21,1809639.07,972008.83,426292.96,5626496.35
34804,20200424,5,1652408.87,578486.43,196127.94,157280.62,720513.88
34805,20210502,7,2013523.44,792693.68,184770.4,156990.27,879069.09
34806,20200305,7,2349666.6,655934.63,127829.66,87703.55,1478198.76
34807,20240423,3,2431082.77,668805.16,285880.63,105436.24,1370960.74
34808,20240207,3,54262084.1,16352291.37,2892636.15,2236164.9,32780991.68
34809,20210510,5,28364081.43,7442184.14,2502838.41,2419319.31,15999739.57
34810,20230423,6,769511.95,198733.92,73600.17,45106.59,452071.27
34811,20210410,2,3251077.07,1300165.09,244760.87,161382.82,1544768.29
34812,20240929,6,1087345.89,380395.55,113340.84,61988.93,531620.57
34813,20210213,4,1022009.73,350214.74,59265.56,99398.08,513131.35
34814,20191112,3,809665.8,175156.06,51230.07,27728.51,555551.16
34815,20240118,6,5790523.34,2094217.48,380703.88,541702.07,2773899.91
34816,20231106,7,1136471.22,230410.01,128036.0,36947.74,741077.47
34817,20200505,1,2973758.2,1167017.87,287652.45,280605.46,1238482.42
34818,20190204,7,18792483.4,7459924.28,1488535.5,825995.76,9018027.86
34819,20200610,5,717141.92,209908.18,91011.76,51728.11,364493.87
34820,20190422,3,403660.01,81811.95,21760.17,28005.92,272081.97
34821,20210827,6,2114064.93,768708.55,153194.81,119677.41,1072484.16
34822,20230628,5,456506.53,100995.78,46693.5,43848.66,264968.59
34823,20200225,3,1004744.85,294335.23,70017.3,87521.21,552871.11
34824,20241012,2,2470498.66,575991.92,345719.76,116857.8,1431929.18
34825,20230310,2,25887292.88,6144822.36,1907990.05,1363459.15,16471021.32
34826,20240928,1,2166482.1,513851.1,138718.35,109426.83,1404485.82
34827,20221216,5,2182203.69,531772.5,192732.9,65597.98,1392100.31
34828,20220314,3,2741733.97,589200.19,347978.33,149205.13,1655350.32
34829,20201221,5,20756758.91,6969536.88,2040454.37,1379717.36,10367050.3
34830,20241015,1,2441390.83,579532.72,187596.16,182604.23,1491657.72
34831,20190121,2,9125069.31,2673051.95,615240.96,600971.71,5235804.69
34832,20191010,3,7457849.03,1740654.84,542437.29,589949.95,4584806.95
34833,20200222,3,6140834.03,2152953.86,844168.94,535113.87,2608597.36
34834,20210520,7,844921.53,169718.63,120146.49,33152.33,521904.08
34835,20220324,4,10293158.51,3742676.6,1317367.12,485592.3,4747522.49
34836,20220815,1,2114696.88,799097.25,282768.6,97143.73,935687.3
34837,20200608,7,1304873.41,355610.14,185513.77,103908.12,659841.38
34838,20220824,2,5598102.87,1391460.05,687252.19,354750.8,3164639.83
34839,20220714,7,5255309.31,1937850.5,307601.78,389783.62,2620073.41
34840,20190125,4,4621194.76,966186.02,339793.04,408019.32,2907196.38
34841,20230320,3,4964772.74,1502181.25,472346.58,384193.3,2606051.61
34842,20240319,7,8858188.6,2919474.24,969374.6,327066.86,4642272.9
34843,20200902,1,24187984.67,9245864.17,2639211.16,1732697.13,10570212.21
34844,20230113,1,2568083.94,660821.64,135154.43,221111.65,1550996.22
34845,20200812,2,22193088.25,4854325.72,1744866.46,1379201.13,14214694.94
34846,20190910,7,5769009.43,1489947.97,675742.22,214208.19,3389111.05
34847,20240827,3,222398.61,50502.99,16859.36,21499.14,133537.12
34848,20190903,1,9004397.64,1886709.85,795743.83,736835.3,5585108.66
34849,20190506,7,8554636.63,2932017.07,625468.34,526947.7,4470203.52
34850,20200705,7,1117718.96,228234.09,67903.99,54934.41,766646.47
34851,20230208,5,710736.54,165590.88,81021.56,48363.12,415760.98
34852,20201127,1,1250438.97,255670.4,125674.2,116469.25,752625.12
34853,20241230,5,4964629.83,1318909.28,514833.79,279483.44,2851403.32
34854,20190425,1,1443711.14,526731.28,146294.72,69985.68,700699.46
34855,20220209,1,960350.67,223429.22,122463.64,57218.54,557239.27
34856,20190719,1,327732.68,84169.74,48159.84,30584.9,164818.2
34857,20210612,6,5906402.12,1217868.54,504536.47,185341.36,3998655.75
34858,20210102,5,5715589.57,2254395.68,787634.66,274513.49,2399045.74
34859,20231110,7,3418462.17,1330321.24,330974.28,300711.3,1456455.35
34860,20220604,1,1937488.22,438274.24,190623.16,108425.71,1200165.11
34861,20220315,4,1197832.28,377482.44,173122.57,116623.58,530603.69
34862,20210416,6,1489443.79,543966.49,78799.83,94478.87,772198.6
34863,20240204,5,39101322.19,11279471.22,3161068.24,3645857.33,21014925.4
34864,20230715,5,5757368.32,1798041.78,299245.89,377410.7,3282669.95
34865,20241226,4,245673.72,56003.93,31602.76,23860.43,134206.6
34866,20210818,2,20699135.63,4284260.19,1434303.53,1264668.47,13715903.44
34867,20200410,2,3305006.52,766559.44,253309.12,185097.22,2100040.74
34868,20220617,5,1115737.53,334997.32,109758.03,65270.01,605712.17
34869,20191203,3,2358825.77,611527.06,329730.86,216137.28,1201430.57
34870,20210706,5,2999550.59,1070009.75,368288.04,210744.35,1350508.45
34871,20241120,1,3036290.36,887687.45,399144.71,263132.25,1486325.95
34872,20190420,7,2400881.48,857328.97,120728.47,137516.63,1285307.41
34873,20230910,4,898529.07,243965.3,109270.29,65821.96,479471.52
34874,20210530,6,1612190.21,367051.25,86202.89,160757.26,998178.81
34875,20220324,1,10434578.89,3092743.2,1281167.75,363501.27,5697166.67
34876,20200418,6,407030.82,123087.88,51424.51,28689.33,203829.1
34877,20240530,5,2776921.79,675712.94,246940.28,127699.27,1726569.3
34878,20210731,6,14210818.58,4881382.65,858412.95,445401.86,8025621.12
34879,20221207,5,882212.19,257511.54,91752.02,72213.09,460735.54
34880,20220416,1,12415617.87,4202721.03,1044824.0,506882.27,6661190.57
34881,20220802,1,1650098.13,348979.22,164083.43,152118.89,984916.59
34882,20210528,5,2373139.47,512768.22,273970.9,78218.61,1508181.74
34883,20220121,6,823481.24,170721.74,90242.61,39358.99,523157.9
34884,20211109,2,26981327.06,8042756.63,3730524.13,2029503.64,13178542.66
34885,20240628,2,6674529.3,2656525.43,639087.82,433418.21,2945497.84
34886,20241122,6,3467864.38,773074.22,301865.71,283032.98,2109891.47
34887,20241024,2,1508155.98,497513.95,196028.07,103211.97,711401.99
34888,20190126,1,3011027.8,865192.34,349654.05,225778.59,1570402.82
34889,20191018,1,23101440.95,6328170.11,2784377.95,1463479.61,12525413.28
34890,20200301,6,2234893.89,652687.59,210551.44,209168.09,1162486.77
34891,20241127,4,48939285.73,18287376.6,3781495.74,3953574.95,22916838.44
34892,20220420,5,10821364.29,4283076.39,981884.27,857081.7,4699321.93
34893,20220715,1,3691612.13,1010761.28,437793.38,338578.19,1904479.28
34894,20200206,6,7030582.54,2442929.13,974546.55,676525.96,2936580.9
34895,20191209,4,6082789.46,1673429.98,654336.72,541417.12,3213605.64
34896,20190101,6,4786016.04,1777698.93,422182.53,215152.86,2370981.72
34897,20210714,7,1075604.14,249459.8,87201.85,53794.07,685148.42
34898,20200825,1,51963322.52,16379593.55,4161212.68,3852167.64,27570348.65
34899,20240721,4,3495869.73,716863.01,307482.68,343399.27,2128124.77
34900,20210324,2,2341246.73,559092.34,221790.4,155003.7,1405360.29
34901,20241117,1,2845209.09,1031095.55,202273.96,263381.19,1348458.39
34902,20240813,4,8507247.42,2936839.53,486491.93,718165.36,4365750.6
34903,20230702,3,9165765.9,3660471.16,847327.23,305960.08,4352007.43
34904,20240313,6,10207295.28,3473379.46,1261209.37,658619.8,4814086.65
34905,20190523,1,1981157.31,735157.69,226464.4,63581.41,955953.81
34906,20240906,2,1896512.5,752842.01,264655.6,174954.13,704060.76
34907,20241004,3,475257.8,163753.18,48532.37,34007.4,228964.85
34908,20201001,1,5816672.01,2302467.09,332592.86,277344.48,2904267.58
34909,20220818,6,16324942.09,5759427.33,1965495.26,1119252.89,7480766.61
34910,20231021,2,3961594.34,1439716.19,228428.1,175476.39,2117973.66
34911,20231014,2,1538819.25,478009.98,204066.88,140788.99,715953.4
34912,20241207,2,1964883.52,692748.27,264856.03,183884.6,823394.62
34913,20190729,4,389817.05,146433.58,56406.49,21369.77,165607.21
34914,20210311,3,518640.95,153593.03,54027.51,26822.4,284198.01
34915,20211022,3,2656761.57,1028074.43,200254.09,181119.4,1247313.65
34916,20200521,4,2463089.36,904436.43,299934.25,213988.78,1044729.9
34917,20240213,1,2810771.59,718093.72,216467.87,101490.55,1774719.45
34918,20190415,7,2786583.36,567363.46,240077.93,141225.83,1837916.14
34919,20240817,4,8024058.07,2487526.57,848203.43,331868.04,4356460.03
34920,20241104,3,3772553.48,1330027.45,325526.27,271766.57,1845233.19
34921,20230310,1,2596494.97,602864.9,160528.06,132517.0,1700585.01
34922,20231020,7,1372229.37,338279.68,202414.95,72089.82,759444.92
34923,20190507,5,3399979.76,1049353.34,432818.76,307108.13,1610699.53
34924,20231214,1,48518614.79,16432125.34,4478456.67,2575316.34,25032716.44
34925,20190812,3,7438061.61,1705784.01,554903.63,617872.49,4559501.48
34926,20210605,5,1974870.32,722311.38,143873.51,119369.59,989315.84
34927,20190918,4,11872757.18,2486455.7,860426.07,736613.93,7789261.48
34928,20200404,7,4297262.27,1236809.39,572933.06,289991.86,2197527.96
34929,20220930,6,5121360.24,1827090.69,385788.09,234951.64,2673529.82
34930,20231005,6,1469400.96,305871.82,151900.66,135501.42,876127.06
34931,20210819,5,988632.75,218760.11,112150.98,83950.67,573770.99
34932,20190713,5,1495007.1,306464.07,100503.7,87683.78,1000355.55
34933,20231004,5,908872.94,285103.39,103733.0,86561.72,433474.83
34934,20190117,3,1856369.38,441522.64,143333.75,124381.74,1147131.25
34935,20240528,7,2128507.91,441283.75,124626.96,72322.49,1490274.71
34936,20210810,6,5486048.49,1779862.14,633949.41,290455.27,2781781.67
34937,20220722,6,3421007.9,1138724.18,454614.26,283078.82,1544590.64
34938,20190104,1,2722227.94,617116.84,256069.67,270511.06,1578530.37
34939,20190813,6,2074869.64,811372.7,168496.27,111532.72,983467.95
34940,20220301,6,2146987.35,472655.15,112737.46,136151.63,1425443.11
34941,20220930,6,1342863.62,274633.97,85967.6,131193.42,851068.63
34942,20200919,3,20713937.47,6711094.29,1889489.74,1421431.25,10691922.19
34943,20240619,5,15778879.08,6065223.79,1059889.49,1362635.2,7291130.6
34944,20230126,6,11298175.97,4368053.93,1586343.06,341313.43,5002465.55
34945,20230406,6,472453.17,150004.16,53481.79,45500.33,223466.89
34946,20221027,2,1232293.73,342188.26,94211.55,65714.19,730179.73
34947,20221104,4,2570521.75,734600.38,288590.9,182332.04,1364998.43
34948,20230301,3,1643028.39,508869.93,150212.0,120240.48,863705.98
34949,20240508,2,18848712.64,4034092.25,1004582.05,836025.33,12974013.01
34950,20240528,3,1566019.14,604247.12,120282.02,85238.26,756251.74
34951,20240112,5,2999896.07,847409.12,386684.52,260716.58,1505085.85
34952,20201121,7,2120605.06,656613.79,276547.92,141670.56,1045772.79
34953,20240304,6,27612625.57,6800430.97,1618300.72,1627092.91,17566800.97
34954,20191019,2,2338790.92,800431.1,198193.45,204663.88,1135502.49
34955,20211006,1,769421.91,181735.11,82663.87,24206.04,480816.89
34956,20230203,7,3023026.73,622523.22,357195.29,160667.12,1882641.1
34957,20231104,1,24280653.03,8100330.52,1430025.08,1636981.27,13113316.16
